Time,Coolant temperature  C,Exhaust gas temperature in front of the DPF  C,Engine oil temperature C,Boost pressure bar,Soot mass in DPF g,Regeneration requested,Engine speed rpm,Differential pressure across DPF bar,Regeneration locked,Oil ash mass in DPF g,Operating time since last successful regeneration,Remaining distance of the DPF km,Control deviation of the EGR rate,Duty cycle - EGR cooler bypass %,EGR valve - target position %,EGR valve - output duty cycle %,Tank level - fuel l,Fuel temperature  C,Amount of fuel consumed ul,Fuel feed pressure - filtered bar,Total amount of fuel ul
11.1310,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12605.00,122880.00,0.00,0.00,34.00,10.00,51.99,23.00,170.28,3.95,170.28
11.1310,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12605.00,122880.00,0.00,0.00,34.00,10.00,51.99,23.00,170.28,3.95,170.28
11.1310,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12605.00,122880.00,0.00,0.00,34.00,10.00,51.99,23.00,170.28,3.95,170.28
11.1310,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12606.00,122880.00,0.00,0.00,34.00,10.00,51.99,23.00,170.28,3.95,170.28
11.1310,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12606.00,122880.00,0.00,0.00,34.00,10.00,51.99,23.00,170.28,3.95,170.28
11.1310,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12606.00,122880.00,0.00,0.00,34.00,10.00,51.99,23.00,170.28,3.95,170.28
11.1310,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12606.00,122880.00,0.00,0.00,34.00,10.00,51.99,23.00,170.28,3.95,170.28
11.1310,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12606.00,122880.00,0.00,0.00,35.00,10.00,51.99,23.00,170.28,3.95,170.28
11.1310,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12606.00,122880.00,0.00,0.00,35.00,12.00,51.99,23.00,170.28,3.95,170.28
11.1310,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12606.00,122880.00,0.00,0.00,35.00,12.00,51.99,23.00,170.28,3.95,170.28
11.1310,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12606.00,122880.00,0.00,0.00,35.00,12.00,51.99,23.00,170.28,3.95,170.28
11.1310,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12606.00,122880.00,0.00,0.00,35.00,12.00,51.99,23.00,170.28,3.95,170.28
11.1310,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12606.00,122880.00,0.00,0.00,35.00,12.00,51.99,23.00,170.28,3.95,170.28
11.1310,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12606.00,122880.00,0.00,0.00,35.00,12.00,51.99,23.00,170.28,3.95,170.28
11.7740,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12606.00,122880.00,0.00,0.00,35.00,12.00,51.99,23.00,170.28,3.95,170.28
11.7740,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12606.00,122880.00,0.00,0.00,35.00,12.00,51.99,23.00,170.28,3.95,170.28
11.7740,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12606.00,122880.00,0.00,0.00,35.00,12.00,51.99,23.00,170.28,3.95,170.28
11.7740,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12606.00,122880.00,0.00,0.00,35.00,12.00,51.99,23.00,170.28,3.95,170.28
11.7740,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12606.00,122880.00,0.00,0.00,35.00,12.00,51.99,23.00,170.28,3.95,170.28
11.7740,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12606.00,122880.00,0.00,0.00,35.00,12.00,51.99,23.00,170.28,3.95,170.28
11.7740,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12606.00,122880.00,0.00,0.00,35.00,12.00,51.99,23.00,170.28,3.95,170.28
11.7740,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12606.00,122880.00,0.00,0.00,35.00,12.00,51.99,23.00,170.28,3.95,170.28
11.7740,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12606.00,122880.00,0.00,0.00,35.00,12.00,51.99,23.00,170.28,3.95,170.28
11.7740,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12606.00,122880.00,0.00,0.00,35.00,12.00,51.99,23.00,170.28,3.95,170.28
11.7740,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12607.00,122880.00,0.00,0.00,35.00,12.00,51.99,23.00,170.28,3.95,170.28
11.7740,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12607.00,122880.00,0.00,0.00,35.00,12.00,51.99,23.00,170.28,3.95,170.28
11.7740,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12607.00,122880.00,0.07,0.00,35.00,12.00,51.99,23.00,170.28,3.95,170.28
11.7740,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12607.00,122880.00,0.07,0.00,35.00,12.00,51.99,23.00,170.28,3.95,170.28
11.7740,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12607.00,122880.00,0.07,0.00,36.00,12.00,51.99,23.00,170.28,3.95,170.28
11.7740,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12607.00,122880.00,0.07,0.00,36.00,13.00,51.99,23.00,170.28,3.95,170.28
11.7740,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12607.00,122880.00,0.07,0.00,36.00,13.00,51.99,23.00,170.28,3.95,170.28
11.7740,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12607.00,122880.00,0.07,0.00,36.00,13.00,51.99,23.00,170.28,3.95,170.28
11.7740,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12607.00,122880.00,0.07,0.00,36.00,13.00,51.99,23.00,170.28,3.95,170.28
11.7740,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12607.00,122880.00,0.07,0.00,36.00,13.00,51.99,23.00,170.28,3.95,170.28
11.7740,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12607.00,122880.00,0.07,0.00,36.00,13.00,51.99,23.00,170.28,3.95,170.28
12.4010,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12607.00,122880.00,0.07,0.00,36.00,13.00,51.99,23.00,170.28,3.95,170.28
12.4010,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12607.00,122880.00,0.07,0.00,36.00,13.00,51.99,23.00,170.28,3.95,170.28
12.4010,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12607.00,122880.00,0.07,0.00,36.00,13.00,51.99,23.00,170.28,3.95,170.28
12.4010,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12607.00,122880.00,0.07,0.00,36.00,13.00,51.99,23.00,170.28,3.95,170.28
12.4010,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12607.00,122880.00,0.07,0.00,36.00,13.00,51.99,23.00,170.28,3.95,170.28
12.4010,74.00,119.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12607.00,122880.00,0.07,0.00,36.00,13.00,51.99,23.00,170.28,3.95,170.28
12.4010,74.00,119.00,64.00,0.02,13.02,0.00,831.00,0.01,0.00,31.77,12607.00,122880.00,0.07,0.00,36.00,13.00,51.99,23.00,170.28,3.95,170.28
12.4010,74.00,119.00,64.00,0.02,13.02,0.00,831.00,0.01,0.00,31.77,12607.00,122880.00,0.07,0.00,36.00,13.00,51.99,23.00,170.28,3.95,170.28
12.4010,74.00,119.00,64.00,0.02,13.02,0.00,831.00,0.01,0.00,31.77,12607.00,122880.00,0.07,0.00,36.00,13.00,51.99,23.00,170.28,3.95,170.28
12.4010,74.00,119.00,64.00,0.02,13.02,0.00,831.00,0.01,0.00,31.77,12607.00,122880.00,0.07,0.00,36.00,13.00,51.99,23.00,170.28,3.95,170.28
12.4010,74.00,119.00,64.00,0.02,13.02,0.00,831.00,0.01,0.00,31.77,12607.00,122880.00,0.07,0.00,36.00,13.00,51.99,23.00,170.28,3.95,170.28
12.4010,74.00,119.00,64.00,0.02,13.02,0.00,831.00,0.01,0.00,31.77,12607.00,122880.00,0.07,0.00,36.00,13.00,51.99,23.00,170.28,3.95,170.28
12.4010,74.00,119.00,64.00,0.02,13.02,0.00,831.00,0.01,0.00,31.77,12607.00,122880.00,0.00,0.00,36.00,13.00,51.99,23.00,170.28,3.95,170.28
12.4010,74.00,119.00,64.00,0.02,13.02,0.00,831.00,0.01,0.00,31.77,12607.00,122880.00,0.00,0.00,36.00,13.00,51.99,23.00,170.28,3.95,170.28
12.4010,74.00,119.00,64.00,0.02,13.02,0.00,831.00,0.01,0.00,31.77,12607.00,122880.00,0.00,0.00,35.00,13.00,51.99,23.00,170.28,3.95,170.28
12.4010,74.00,119.00,64.00,0.02,13.02,0.00,831.00,0.01,0.00,31.77,12607.00,122880.00,0.00,0.00,35.00,10.00,51.99,23.00,170.28,3.95,170.28
12.4010,74.00,119.00,64.00,0.02,13.02,0.00,831.00,0.01,0.00,31.77,12607.00,122880.00,0.00,0.00,35.00,10.00,51.99,23.00,170.28,3.95,170.28
12.4010,74.00,119.00,64.00,0.02,13.02,0.00,831.00,0.01,0.00,31.77,12607.00,122880.00,0.00,0.00,35.00,10.00,51.99,23.00,170.28,3.95,170.28
12.4010,74.00,119.00,64.00,0.02,13.02,0.00,831.00,0.01,0.00,31.77,12607.00,122880.00,0.00,0.00,35.00,10.00,51.99,23.00,170.28,3.95,170.28
12.4010,74.00,119.00,64.00,0.02,13.02,0.00,831.00,0.01,0.00,31.77,12607.00,122880.00,0.00,0.00,35.00,10.00,51.99,23.00,170.28,3.94,170.28
12.4010,74.00,119.00,64.00,0.02,13.02,0.00,831.00,0.01,0.00,31.77,12607.00,122880.00,0.00,0.00,35.00,10.00,51.99,23.00,170.28,3.94,170.28
13.0310,75.00,119.00,64.00,0.02,13.02,0.00,831.00,0.01,0.00,31.77,12607.00,122880.00,0.00,0.00,35.00,10.00,51.99,23.00,170.28,3.94,170.28
13.0310,75.00,118.00,64.00,0.02,13.02,0.00,831.00,0.01,0.00,31.77,12607.00,122880.00,0.00,0.00,35.00,10.00,51.99,23.00,170.28,3.94,170.28
13.0310,75.00,118.00,64.00,0.02,13.02,0.00,831.00,0.01,0.00,31.77,12607.00,122880.00,0.00,0.00,35.00,10.00,51.99,23.00,170.28,3.94,170.28
13.0310,75.00,118.00,64.00,0.02,13.02,0.00,831.00,0.01,0.00,31.77,12607.00,122880.00,0.00,0.00,35.00,10.00,51.99,23.00,170.28,3.94,170.28
13.0310,75.00,118.00,64.00,0.02,13.02,0.00,831.00,0.01,0.00,31.77,12607.00,122880.00,0.00,0.00,35.00,10.00,51.99,23.00,170.28,3.94,170.28
13.0310,75.00,118.00,64.00,0.02,13.02,0.00,831.00,0.01,0.00,31.77,12607.00,122880.00,0.00,0.00,35.00,10.00,51.99,23.00,170.28,3.94,170.28
13.0310,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12607.00,122880.00,0.00,0.00,35.00,10.00,51.99,23.00,170.28,3.94,170.28
13.0310,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12607.00,122880.00,0.00,0.00,35.00,10.00,51.99,23.00,170.28,3.94,170.28
13.0310,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12607.00,122880.00,0.00,0.00,35.00,10.00,51.99,23.00,170.28,3.94,170.28
13.0310,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12607.00,122880.00,0.00,0.00,35.00,10.00,51.99,23.00,170.28,3.94,170.28
13.0310,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,35.00,10.00,51.99,23.00,170.28,3.94,170.28
13.0310,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,35.00,10.00,51.99,23.00,170.28,3.94,170.28
13.0310,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,35.00,10.00,51.99,23.00,170.28,3.94,170.28
13.0310,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,35.00,10.00,51.99,23.00,170.28,3.94,170.28
13.0310,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,34.00,10.00,51.99,23.00,170.28,3.94,170.28
13.0310,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,34.00,8.00,51.99,23.00,170.28,3.94,170.28
13.0310,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,34.00,8.00,51.99,23.00,170.28,3.94,170.28
13.0310,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,34.00,8.00,51.99,23.00,170.28,3.94,170.28
13.0310,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,34.00,8.00,51.99,23.00,170.28,3.94,170.28
13.0310,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,34.00,8.00,51.99,23.00,170.28,3.95,170.28
13.0310,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,34.00,8.00,51.99,23.00,170.28,3.95,170.28
13.6600,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,34.00,8.00,51.99,23.00,170.28,3.95,170.28
13.6600,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,34.00,8.00,51.99,23.00,170.28,3.95,170.28
13.6600,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,34.00,8.00,51.99,23.00,170.28,3.95,170.28
13.6600,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,34.00,8.00,51.99,23.00,170.28,3.95,170.28
13.6600,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,34.00,8.00,51.99,23.00,170.28,3.95,170.28
13.6600,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,34.00,8.00,51.99,23.00,170.28,3.95,170.28
13.6600,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,34.00,8.00,51.99,23.00,170.28,3.95,170.28
13.6600,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,34.00,8.00,51.99,23.00,170.28,3.95,170.28
13.6600,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,34.00,8.00,51.99,23.00,170.28,3.95,170.28
13.6600,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,34.00,8.00,51.99,23.00,170.28,3.95,170.28
13.6600,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,34.00,8.00,51.99,23.00,170.28,3.95,170.28
13.6600,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,34.00,8.00,51.99,23.00,170.28,3.95,170.28
13.6600,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,34.00,8.00,51.99,23.00,170.28,3.95,170.28
13.6600,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,34.00,8.00,51.99,23.00,170.28,3.95,170.28
13.6600,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,35.00,8.00,51.99,23.00,170.28,3.95,170.28
13.6600,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,35.00,8.00,51.99,23.00,170.28,3.95,170.28
13.6600,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,35.00,8.00,51.99,23.00,170.28,3.95,170.28
13.6600,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,35.00,8.00,51.99,23.00,170.28,3.95,170.28
13.6600,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,35.00,8.00,51.99,23.00,170.28,3.95,170.28
13.6600,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,35.00,8.00,51.99,23.00,170.28,3.95,170.28
13.6600,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,35.00,8.00,51.99,23.00,170.28,3.95,170.28
14.2890,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,35.00,8.00,51.99,23.00,170.28,3.95,170.28
14.2890,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,35.00,8.00,51.99,23.00,170.28,3.95,170.28
14.2890,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,35.00,8.00,51.99,23.00,170.28,3.95,170.28
14.2890,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,35.00,8.00,51.99,23.00,170.28,3.95,170.28
14.2890,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,35.00,8.00,51.99,23.00,170.28,3.95,170.28
14.2890,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,35.00,8.00,51.99,23.00,170.28,3.95,170.28
14.2890,75.00,118.00,64.00,0.02,13.02,0.00,832.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,35.00,8.00,51.99,23.00,170.28,3.95,170.28
14.2890,75.00,118.00,64.00,0.02,13.02,0.00,832.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,35.00,8.00,51.99,23.00,170.28,3.95,170.28
14.2890,75.00,118.00,64.00,0.02,13.02,0.00,832.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,35.00,8.00,51.99,23.00,170.28,3.95,170.28
14.2890,75.00,118.00,64.00,0.02,13.02,0.00,832.00,0.01,0.00,31.77,12608.00,122880.00,0.00,0.00,35.00,8.00,51.99,23.00,170.28,3.95,170.28
14.2890,75.00,118.00,64.00,0.02,13.02,0.00,832.00,0.01,0.00,31.77,12609.00,122880.00,0.00,0.00,35.00,8.00,51.99,23.00,170.28,3.95,170.28
14.2890,75.00,118.00,64.00,0.02,13.02,0.00,832.00,0.01,0.00,31.77,12609.00,122880.00,0.00,0.00,35.00,8.00,51.99,23.00,170.28,3.95,170.28
14.2890,75.00,118.00,64.00,0.02,13.02,0.00,832.00,0.01,0.00,31.77,12609.00,122880.00,0.45,0.00,35.00,8.00,51.99,23.00,170.28,3.95,170.28
14.2890,75.00,118.00,64.00,0.02,13.02,0.00,832.00,0.01,0.00,31.77,12609.00,122880.00,0.45,0.00,35.00,8.00,51.99,23.00,170.28,3.95,170.28
14.2890,75.00,118.00,64.00,0.02,13.02,0.00,832.00,0.01,0.00,31.77,12609.00,122880.00,0.45,0.00,35.00,8.00,51.99,23.00,170.28,3.95,170.28
14.2890,75.00,118.00,64.00,0.02,13.02,0.00,832.00,0.01,0.00,31.77,12609.00,122880.00,0.45,0.00,35.00,10.00,51.99,23.00,170.28,3.95,170.28
14.2890,75.00,118.00,64.00,0.02,13.02,0.00,832.00,0.01,0.00,31.77,12609.00,122880.00,0.45,0.00,35.00,10.00,51.99,23.00,170.28,3.95,170.28
14.2890,75.00,118.00,64.00,0.02,13.02,0.00,832.00,0.01,0.00,31.77,12609.00,122880.00,0.45,0.00,35.00,10.00,51.99,23.00,170.28,3.95,170.28
14.2890,75.00,118.00,64.00,0.02,13.02,0.00,832.00,0.01,0.00,31.77,12609.00,122880.00,0.45,0.00,35.00,10.00,51.99,23.00,170.28,3.95,170.28
14.2890,75.00,118.00,64.00,0.02,13.02,0.00,832.00,0.01,0.00,31.77,12609.00,122880.00,0.45,0.00,35.00,10.00,51.99,23.00,170.28,3.95,170.28
14.2890,75.00,118.00,64.00,0.02,13.02,0.00,832.00,0.01,0.00,31.77,12609.00,122880.00,0.45,0.00,35.00,10.00,51.99,23.00,170.28,3.95,170.28
14.9170,75.00,118.00,64.00,0.02,13.02,0.00,832.00,0.01,0.00,31.77,12609.00,122880.00,0.45,0.00,35.00,10.00,51.99,23.00,170.28,3.95,170.28
14.9170,75.00,118.00,64.00,0.02,13.02,0.00,832.00,0.01,0.00,31.77,12609.00,122880.00,0.45,0.00,35.00,10.00,51.99,23.00,170.28,3.95,170.28
14.9170,75.00,118.00,64.00,0.02,13.02,0.00,832.00,0.01,0.00,31.77,12609.00,122880.00,0.45,0.00,35.00,10.00,51.99,23.00,170.28,3.95,170.28
14.9170,75.00,118.00,64.00,0.02,13.02,0.00,832.00,0.01,0.00,31.77,12609.00,122880.00,0.45,0.00,35.00,10.00,51.99,23.00,170.28,3.95,170.28
14.9170,75.00,118.00,64.00,0.02,13.02,0.00,832.00,0.01,0.00,31.77,12609.00,122880.00,0.45,0.00,35.00,10.00,51.99,23.00,170.28,3.95,170.28
14.9170,75.00,118.00,64.00,0.02,13.02,0.00,832.00,0.01,0.00,31.77,12609.00,122880.00,0.45,0.00,35.00,10.00,51.99,23.00,170.28,3.95,170.28
14.9170,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12609.00,122880.00,0.45,0.00,35.00,10.00,51.99,23.00,170.28,3.95,170.28
14.9170,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12609.00,122880.00,0.45,0.00,35.00,10.00,51.99,23.00,170.28,3.95,170.28
14.9170,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12609.00,122880.00,0.45,0.00,35.00,10.00,51.99,23.00,170.28,3.95,170.28
14.9170,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12609.00,122880.00,0.45,0.00,35.00,10.00,51.99,23.00,170.28,3.95,170.28
14.9170,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12610.00,122880.00,0.45,0.00,35.00,10.00,51.99,23.00,170.28,3.95,170.28
14.9170,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12610.00,122880.00,0.45,0.00,35.00,10.00,51.99,23.00,170.28,3.95,170.28
14.9170,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12610.00,122880.00,0.00,0.00,35.00,10.00,51.99,23.00,170.28,3.95,170.28
14.9170,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12610.00,122880.00,0.00,0.00,35.00,10.00,51.99,23.00,170.28,3.95,170.28
14.9170,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12610.00,122880.00,0.00,0.00,35.00,10.00,51.99,23.00,170.28,3.95,170.28
14.9170,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12610.00,122880.00,0.00,0.00,35.00,9.00,51.99,23.00,170.28,3.95,170.28
14.9170,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12610.00,122880.00,0.00,0.00,35.00,9.00,51.99,23.00,170.28,3.95,170.28
14.9170,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12610.00,122880.00,0.00,0.00,35.00,9.00,51.99,23.00,170.28,3.95,170.28
14.9170,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12610.00,122880.00,0.00,0.00,35.00,9.00,51.99,23.00,170.28,3.95,170.28
14.9170,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12610.00,122880.00,0.00,0.00,35.00,9.00,51.99,23.00,170.28,3.95,170.28
14.9170,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12610.00,122880.00,0.00,0.00,35.00,9.00,51.99,23.00,170.28,3.95,170.28
15.5470,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12610.00,122880.00,0.00,0.00,35.00,9.00,51.99,23.00,170.28,3.95,170.28
15.5470,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12610.00,122880.00,0.00,0.00,35.00,9.00,51.99,23.00,170.28,3.95,170.28
15.5470,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12610.00,122880.00,0.00,0.00,35.00,9.00,51.99,23.00,170.28,3.95,170.28
15.5470,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12610.00,122880.00,0.00,0.00,35.00,9.00,51.99,23.00,170.28,3.95,170.28
15.5470,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12610.00,122880.00,0.00,0.00,35.00,9.00,51.99,23.00,170.28,3.95,170.28
15.5470,75.00,118.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12610.00,122880.00,0.00,0.00,35.00,9.00,51.99,23.00,170.28,3.95,170.28
15.5470,75.00,118.00,64.00,0.02,13.02,0.00,831.00,0.01,0.00,31.77,12610.00,122880.00,0.00,0.00,35.00,9.00,51.99,23.00,170.28,3.95,170.28
15.5470,75.00,118.00,64.00,0.02,13.02,0.00,831.00,0.01,0.00,31.77,12610.00,122880.00,0.00,0.00,35.00,9.00,51.99,23.00,170.28,3.95,170.28
15.5470,75.00,118.00,64.00,0.02,13.02,0.00,831.00,0.01,0.00,31.77,12610.00,122880.00,0.00,0.00,35.00,9.00,51.99,23.00,170.28,3.95,170.28
15.5470,75.00,118.00,64.00,0.02,13.02,0.00,831.00,0.01,0.00,31.77,12610.00,122880.00,0.00,0.00,35.00,9.00,51.99,23.00,170.28,3.95,170.28
15.5470,75.00,118.00,64.00,0.02,13.02,0.00,831.00,0.01,0.00,31.77,12610.00,122880.00,0.00,0.00,35.00,9.00,51.99,23.00,170.28,3.95,170.28
