Time,Coolant temperature ° C,Exhaust gas temperature in front of the DPF ° C,Engine oil temperature C,Boost pressure bar,Soot mass in DPF g,Differential pressure across DPF bar,Engine speed rpm,Current engine torque Nm,Current speed of the turbocharger rpm,Regeneration requested,Regeneration locked,Oil ash mass in DPF g,Operating time since last successful regeneration,Control deviation of the EGR rate,Duty cycle - EGR cooler bypass %,EGR valve - target position %,EGR valve - output duty cycle %,Tank level - fuel l,Fuel temperature ° C,Amount of fuel consumed ul,Fuel feed pressure - filtered bar,Calculated load value (OBD PID 04) %,Ratio of current torque to maximum torque %,Wheel torque ratio %,Setpoint internal torque Nm,Requested wheel torque after filtering Nm,Gear,Current recalculated internal engine torque Nm,Actual value of oil pressure bar
245.0940,83.00,250.00,51.00,0.41,22.06,0.03,1414.00,-23.57,52827.00,0.00,0.00,32.58,29539.00,0.00,0.00,15.00,4.00,35.99,20.00,191.12,3.98,0.00,0.00,4.00,0.01,-0.01,3.00,0.01,1.28
245.0940,83.00,250.00,51.00,0.41,22.06,0.03,1414.00,-23.57,52827.00,0.00,0.00,32.58,29539.00,0.00,0.00,15.00,4.00,35.99,20.00,191.12,3.98,0.00,0.00,4.00,0.01,-0.01,3.00,0.01,1.28
245.0940,83.00,250.00,51.00,0.41,22.06,0.03,1414.00,-23.57,52827.00,0.00,0.00,32.58,29539.00,0.00,0.00,15.00,4.00,35.99,20.00,191.12,3.98,0.00,0.00,4.00,0.01,-0.01,3.00,0.01,1.28
245.0940,83.00,250.00,51.00,0.41,22.06,0.03,1414.00,-23.57,52827.00,0.00,0.00,32.58,29539.00,0.00,0.00,15.00,4.00,35.99,20.00,191.12,3.98,0.00,0.00,4.00,0.01,-0.01,3.00,0.01,1.28
245.0940,83.00,250.00,51.00,0.41,22.06,0.03,1414.00,-23.57,52827.00,0.00,0.00,32.58,29539.00,0.00,0.00,15.00,4.00,35.99,20.00,191.12,3.98,0.00,0.00,4.00,0.01,-0.01,3.00,0.01,1.28
245.0940,83.00,250.00,51.00,0.41,22.06,0.03,1414.00,-23.57,52827.00,0.00,0.00,32.58,29539.00,0.00,0.00,15.00,4.00,35.99,20.00,191.12,3.98,0.00,0.00,4.00,0.01,-0.01,3.00,0.01,1.28
245.0940,83.00,250.00,51.00,0.41,22.06,0.03,1414.00,-23.57,52827.00,0.00,0.00,32.58,29539.00,0.00,0.00,15.00,4.00,35.99,20.00,191.12,3.98,0.00,0.00,4.00,0.01,-0.01,3.00,0.01,1.28
245.7900,83.00,250.00,51.00,0.41,22.06,0.03,1414.00,-23.57,52827.00,0.00,0.00,32.58,29539.00,0.00,0.00,15.00,4.00,35.99,20.00,191.12,3.98,0.00,0.00,4.00,0.01,-0.01,3.00,0.01,1.28
245.7900,83.00,250.00,51.00,0.41,22.06,0.03,1414.00,-23.57,52827.00,0.00,0.00,32.58,29539.00,0.00,0.00,15.00,4.00,35.99,20.00,191.12,3.98,0.00,0.00,4.00,0.01,-0.01,3.00,0.01,1.28
245.7900,83.00,250.00,51.00,0.41,22.06,0.03,1414.00,-23.57,52827.00,0.00,0.00,32.58,29539.00,0.00,0.00,15.00,4.00,35.99,20.00,191.12,3.98,0.00,0.00,4.00,0.01,-0.01,3.00,0.01,1.28
245.7900,83.00,250.00,51.00,0.40,22.06,0.03,1414.00,-23.57,52827.00,0.00,0.00,32.58,29539.00,0.00,0.00,15.00,4.00,35.99,20.00,191.12,3.98,0.00,0.00,4.00,0.01,-0.01,3.00,0.01,1.28
245.7900,83.00,250.00,51.00,0.40,22.06,0.03,1414.00,-23.57,52827.00,0.00,0.00,32.58,29539.00,0.00,0.00,15.00,4.00,35.99,20.00,191.12,3.98,0.00,0.00,4.00,0.01,-0.01,3.00,0.01,1.28
245.7900,83.00,250.00,51.00,0.40,22.06,0.02,1414.00,-23.57,52827.00,0.00,0.00,32.58,29539.00,0.00,0.00,15.00,4.00,35.99,20.00,191.12,3.98,0.00,0.00,4.00,0.01,-0.01,3.00,0.01,1.28
245.7900,83.00,250.00,51.00,0.40,22.06,0.02,1094.00,-23.57,52827.00,0.00,0.00,32.58,29539.00,0.00,0.00,15.00,4.00,35.99,20.00,191.12,3.98,0.00,0.00,4.00,0.01,-0.01,3.00,0.01,1.28
245.7900,83.00,250.00,51.00,0.40,22.06,0.02,1094.00,-21.51,52827.00,0.00,0.00,32.58,29539.00,0.00,0.00,15.00,4.00,35.99,20.00,191.12,3.98,0.00,0.00,4.00,0.01,-0.01,3.00,0.01,1.28
245.7900,83.00,250.00,51.00,0.40,22.06,0.02,1094.00,-21.51,50599.00,0.00,0.00,32.58,29539.00,0.00,0.00,15.00,4.00,35.99,20.00,191.12,3.98,0.00,0.00,4.00,0.01,-0.01,3.00,0.01,1.28
245.7900,83.00,250.00,51.00,0.40,22.06,0.02,1094.00,-21.51,50599.00,0.00,0.00,32.58,29539.00,0.00,0.00,15.00,4.00,35.99,20.00,191.12,3.98,0.00,0.00,4.00,0.01,-0.01,3.00,0.01,1.28
245.7900,83.00,250.00,51.00,0.40,22.06,0.02,1094.00,-21.51,50599.00,0.00,0.00,32.58,29539.00,0.00,0.00,15.00,4.00,35.99,20.00,191.12,3.98,0.00,0.00,4.00,0.01,-0.01,3.00,0.01,1.28
245.7900,83.00,250.00,51.00,0.40,22.06,0.02,1094.00,-21.51,50599.00,0.00,0.00,32.58,29539.00,0.00,0.00,15.00,4.00,35.99,20.00,191.12,3.98,0.00,0.00,4.00,0.01,-0.01,3.00,0.01,1.28
245.7900,83.00,250.00,51.00,0.40,22.06,0.02,1094.00,-21.51,50599.00,0.00,0.00,32.58,29540.00,0.00,0.00,15.00,4.00,35.99,20.00,191.12,3.98,0.00,0.00,4.00,0.01,-0.01,3.00,0.01,1.28
245.7900,83.00,250.00,51.00,0.40,22.06,0.02,1094.00,-21.51,50599.00,0.00,0.00,32.58,29540.00,0.08,0.00,15.00,4.00,35.99,20.00,191.12,3.98,0.00,0.00,4.00,0.01,-0.01,3.00,0.01,1.28
245.7900,83.00,250.00,51.00,0.40,22.06,0.02,1094.00,-21.51,50599.00,0.00,0.00,32.58,29540.00,0.08,0.00,15.00,4.00,35.99,20.00,191.12,3.98,0.00,0.00,4.00,0.01,-0.01,3.00,0.01,1.28
245.7900,83.00,250.00,51.00,0.40,22.06,0.02,1094.00,-21.51,50599.00,0.00,0.00,32.58,29540.00,0.08,0.00,15.00,4.00,35.99,20.00,191.12,3.98,0.00,0.00,4.00,0.01,-0.01,3.00,0.01,1.28
245.7900,83.00,250.00,51.00,0.40,22.06,0.02,1094.00,-21.51,50599.00,0.00,0.00,32.58,29540.00,0.08,0.00,15.00,7.00,35.99,20.00,191.12,3.98,0.00,0.00,4.00,0.01,-0.01,3.00,0.01,1.28
245.7900,83.00,250.00,51.00,0.40,22.06,0.02,1094.00,-21.51,50599.00,0.00,0.00,32.58,29540.00,0.08,0.00,15.00,7.00,35.99,20.00,191.12,3.98,0.00,0.00,4.00,0.01,-0.01,3.00,0.01,1.28
245.7900,83.00,250.00,51.00,0.40,22.06,0.02,1094.00,-21.51,50599.00,0.00,0.00,32.58,29540.00,0.08,0.00,15.00,7.00,35.99,20.00,191.12,3.98,0.00,0.00,4.00,0.01,-0.01,3.00,0.01,1.28
245.7900,83.00,250.00,51.00,0.40,22.06,0.02,1094.00,-21.51,50599.00,0.00,0.00,32.58,29540.00,0.08,0.00,15.00,7.00,35.99,20.00,191.12,3.98,0.00,0.00,4.00,0.01,-0.01,3.00,0.01,1.28
245.7900,83.00,250.00,51.00,0.40,22.06,0.02,1094.00,-21.51,50599.00,0.00,0.00,32.58,29540.00,0.08,0.00,15.00,7.00,35.99,20.00,191.12,4.03,0.00,0.00,4.00,0.01,-0.01,3.00,0.01,1.28
245.7900,83.00,250.00,51.00,0.40,22.06,0.02,1094.00,-21.51,50599.00,0.00,0.00,32.58,29540.00,0.08,0.00,15.00,7.00,35.99,20.00,191.12,4.03,0.00,0.00,4.00,0.01,-0.01,3.00,0.01,1.28
245.7900,83.00,250.00,51.00,0.40,22.06,0.02,1094.00,-21.51,50599.00,0.00,0.00,32.58,29540.00,0.08,0.00,15.00,7.00,35.99,20.00,191.12,4.03,0.00,0.00,4.00,0.01,-0.01,3.00,0.01,1.28
245.7900,83.00,250.00,51.00,0.40,22.06,0.02,1094.00,-21.51,50599.00,0.00,0.00,32.58,29540.00,0.08,0.00,15.00,7.00,35.99,20.00,191.12,4.03,0.00,0.00,4.00,0.01,-0.01,3.00,0.01,1.28
245.7900,83.00,250.00,51.00,0.40,22.06,0.02,1094.00,-21.51,50599.00,0.00,0.00,32.58,29540.00,0.08,0.00,15.00,7.00,35.99,20.00,191.12,4.03,0.00,0.00,4.00,0.12,-0.01,3.00,0.01,1.28
245.7900,83.00,250.00,51.00,0.40,22.06,0.02,1094.00,-21.51,50599.00,0.00,0.00,32.58,29540.00,0.08,0.00,15.00,7.00,35.99,20.00,191.12,4.03,0.00,0.00,4.00,0.12,-0.01,3.00,0.01,1.28
245.7900,83.00,250.00,51.00,0.40,22.06,0.02,1094.00,-21.51,50599.00,0.00,0.00,32.58,29540.00,0.08,0.00,15.00,7.00,35.99,20.00,191.12,4.03,0.00,0.00,4.00,0.12,-0.01,0.00,0.01,1.28
245.7900,83.00,250.00,51.00,0.40,22.06,0.02,1094.00,-21.51,50599.00,0.00,0.00,32.58,29540.00,0.08,0.00,15.00,7.00,35.99,20.00,191.12,4.03,0.00,0.00,4.00,0.12,-0.01,0.00,0.01,1.28
245.7900,83.00,250.00,51.00,0.40,22.06,0.02,1094.00,-21.51,50599.00,0.00,0.00,32.58,29540.00,0.08,0.00,15.00,7.00,35.99,20.00,191.12,4.03,0.00,0.00,4.00,0.12,-0.01,0.00,0.01,1.19
246.4550,83.00,250.00,51.00,0.40,22.06,0.02,1094.00,-21.51,50599.00,0.00,0.00,32.58,29540.00,0.08,0.00,15.00,7.00,35.99,20.00,191.12,4.03,0.00,0.00,4.00,0.12,-0.01,0.00,0.01,1.19
246.4550,83.00,250.00,51.00,0.40,22.06,0.02,1094.00,-21.51,50599.00,0.00,0.00,32.58,29540.00,0.08,0.00,15.00,7.00,35.99,20.00,191.12,4.03,0.00,0.00,4.00,0.12,-0.01,0.00,0.01,1.19
246.4550,83.00,250.00,51.00,0.40,22.06,0.02,1094.00,-21.51,50599.00,0.00,0.00,32.58,29540.00,0.08,0.00,15.00,7.00,35.99,20.00,191.12,4.03,0.00,0.00,4.00,0.12,-0.01,0.00,0.01,1.19
246.4550,83.00,250.00,51.00,0.43,22.06,0.02,1094.00,-21.51,50599.00,0.00,0.00,32.58,29540.00,0.08,0.00,15.00,7.00,35.99,20.00,191.12,4.03,0.00,0.00,4.00,0.12,-0.01,0.00,0.01,1.19
246.4550,83.00,250.00,51.00,0.43,22.06,0.02,1094.00,-21.51,50599.00,0.00,0.00,32.58,29540.00,0.08,0.00,15.00,7.00,35.99,20.00,191.12,4.03,0.00,0.00,4.00,0.12,-0.01,0.00,0.01,1.19
246.4560,83.00,250.00,51.00,0.43,22.06,0.04,1094.00,-21.51,50599.00,0.00,0.00,32.58,29540.00,0.08,0.00,15.00,7.00,35.99,20.00,191.12,4.03,0.00,0.00,4.00,0.12,-0.01,0.00,0.01,1.19
246.4560,83.00,250.00,51.00,0.43,22.06,0.04,1902.00,-21.51,50599.00,0.00,0.00,32.58,29540.00,0.08,0.00,15.00,7.00,35.99,20.00,191.12,4.03,0.00,0.00,4.00,0.12,-0.01,0.00,0.01,1.19
246.4560,83.00,250.00,51.00,0.43,22.06,0.04,1902.00,92.36,50599.00,0.00,0.00,32.58,29540.00,0.08,0.00,15.00,7.00,35.99,20.00,191.12,4.03,0.00,0.00,4.00,0.12,-0.01,0.00,0.01,1.19
246.4560,83.00,250.00,51.00,0.43,22.06,0.04,1902.00,92.36,58209.00,0.00,0.00,32.58,29540.00,0.08,0.00,15.00,7.00,35.99,20.00,191.12,4.03,0.00,0.00,4.00,0.12,-0.01,0.00,0.01,1.19
246.4560,83.00,250.00,51.00,0.43,22.06,0.04,1902.00,92.36,58209.00,0.00,0.00,32.58,29540.00,0.08,0.00,15.00,7.00,35.99,20.00,191.12,4.03,0.00,0.00,4.00,0.12,-0.01,0.00,0.01,1.19
246.4560,83.00,250.00,51.00,0.43,22.06,0.04,1902.00,92.36,58209.00,0.00,0.00,32.58,29540.00,0.08,0.00,15.00,7.00,35.99,20.00,191.12,4.03,0.00,0.00,4.00,0.12,-0.01,0.00,0.01,1.19
246.4560,83.00,250.00,51.00,0.43,22.06,0.04,1902.00,92.36,58209.00,0.00,0.00,32.58,29540.00,0.08,0.00,15.00,7.00,35.99,20.00,191.12,4.03,0.00,0.00,4.00,0.12,-0.01,0.00,0.01,1.19
246.4560,83.00,250.00,51.00,0.43,22.06,0.04,1902.00,92.36,58209.00,0.00,0.00,32.58,29540.00,0.08,0.00,15.00,7.00,35.99,20.00,191.12,4.03,0.00,0.00,4.00,0.12,-0.01,0.00,0.01,1.19
246.4560,83.00,250.00,51.00,0.43,22.06,0.04,1902.00,92.36,58209.00,0.00,0.00,32.58,29540.00,0.00,0.00,15.00,7.00,35.99,20.00,191.12,4.03,0.00,0.00,4.00,0.12,-0.01,0.00,0.01,1.19
246.4560,83.00,250.00,51.00,0.43,22.06,0.04,1902.00,92.36,58209.00,0.00,0.00,32.58,29540.00,0.00,0.00,15.00,7.00,35.99,20.00,191.12,4.03,0.00,0.00,4.00,0.12,-0.01,0.00,0.01,1.19
246.4560,83.00,250.00,51.00,0.43,22.06,0.04,1902.00,92.36,58209.00,0.00,0.00,32.58,29540.00,0.00,0.00,0.00,7.00,35.99,20.00,191.12,4.03,0.00,0.00,4.00,0.12,-0.01,0.00,0.01,1.19
246.4560,83.00,250.00,51.00,0.43,22.06,0.04,1902.00,92.36,58209.00,0.00,0.00,32.58,29540.00,0.00,0.00,0.00,-35.00,35.99,20.00,191.12,4.03,0.00,0.00,4.00,0.12,-0.01,0.00,0.01,1.19
246.4560,83.00,250.00,51.00,0.43,22.06,0.04,1902.00,92.36,58209.00,0.00,0.00,32.58,29540.00,0.00,0.00,0.00,-35.00,35.99,20.00,191.12,4.03,0.00,0.00,4.00,0.12,-0.01,0.00,0.01,1.19
246.4560,83.00,250.00,51.00,0.43,22.06,0.04,1902.00,92.36,58209.00,0.00,0.00,32.58,29540.00,0.00,0.00,0.00,-35.00,35.99,20.00,191.12,4.03,0.00,0.00,4.00,0.12,-0.01,0.00,0.01,1.19
246.4560,83.00,250.00,51.00,0.43,22.06,0.04,1902.00,92.36,58209.00,0.00,0.00,32.58,29540.00,0.00,0.00,0.00,-35.00,35.99,20.00,191.12,4.03,0.00,0.00,4.00,0.12,-0.01,0.00,0.01,1.19
246.4560,83.00,250.00,51.00,0.43,22.06,0.04,1902.00,92.36,58209.00,0.00,0.00,32.58,29540.00,0.00,0.00,0.00,-35.00,35.99,20.00,191.12,4.01,0.00,0.00,4.00,0.12,-0.01,0.00,0.01,1.19
246.4560,83.00,250.00,51.00,0.43,22.06,0.04,1902.00,92.36,58209.00,0.00,0.00,32.58,29540.00,0.00,0.00,0.00,-35.00,35.99,20.00,191.12,4.01,63.00,0.00,4.00,0.12,-0.01,0.00,0.01,1.19
246.4560,83.00,250.00,51.00,0.43,22.06,0.04,1902.00,92.36,58209.00,0.00,0.00,32.58,29540.00,0.00,0.00,0.00,-35.00,35.99,20.00,191.12,4.01,63.00,63.00,4.00,0.12,-0.01,0.00,0.01,1.19
246.4560,83.00,250.00,51.00,0.43,22.06,0.04,1902.00,92.36,58209.00,0.00,0.00,32.58,29540.00,0.00,0.00,0.00,-35.00,35.99,20.00,191.12,4.01,63.00,63.00,4.00,0.12,-0.01,0.00,0.01,1.19
246.4560,83.00,250.00,51.00,0.43,22.06,0.04,1902.00,92.36,58209.00,0.00,0.00,32.58,29540.00,0.00,0.00,0.00,-35.00,35.99,20.00,191.12,4.01,63.00,63.00,4.00,0.12,-0.01,0.00,0.01,1.19
246.4560,83.00,250.00,51.00,0.43,22.06,0.04,1902.00,92.36,58209.00,0.00,0.00,32.58,29540.00,0.00,0.00,0.00,-35.00,35.99,20.00,191.12,4.01,63.00,63.00,4.00,0.12,-0.01,0.00,0.01,1.19
246.4560,83.00,250.00,51.00,0.43,22.06,0.04,1902.00,92.36,58209.00,0.00,0.00,32.58,29540.00,0.00,0.00,0.00,-35.00,35.99,20.00,191.12,4.01,63.00,63.00,4.00,0.12,-0.01,0.00,0.01,1.19
246.4560,83.00,250.00,51.00,0.43,22.06,0.04,1902.00,92.36,58209.00,0.00,0.00,32.58,29540.00,0.00,0.00,0.00,-35.00,35.99,20.00,191.12,4.01,63.00,63.00,4.00,0.12,-0.01,0.00,106.67,1.19
246.4560,83.00,250.00,51.00,0.43,22.06,0.04,1902.00,92.36,58209.00,0.00,0.00,32.58,29540.00,0.00,0.00,0.00,-35.00,35.99,20.00,191.12,4.01,63.00,63.00,4.00,0.12,-0.01,0.00,106.67,1.68
247.1170,83.00,250.00,51.00,0.43,22.06,0.04,1902.00,92.36,58209.00,0.00,0.00,32.58,29540.00,0.00,0.00,0.00,-35.00,35.99,20.00,191.12,4.01,63.00,63.00,4.00,0.12,-0.01,0.00,106.67,1.68
247.1170,83.00,250.00,51.00,0.43,22.06,0.04,1902.00,92.36,58209.00,0.00,0.00,32.58,29540.00,0.00,0.00,0.00,-35.00,35.99,20.00,191.12,4.01,63.00,63.00,4.00,0.12,-0.01,0.00,106.67,1.68
247.1170,83.00,250.00,51.00,0.43,22.06,0.04,1902.00,92.36,58209.00,0.00,0.00,32.58,29540.00,0.00,0.00,0.00,-35.00,35.99,20.00,191.12,4.01,63.00,63.00,4.00,0.12,-0.01,0.00,106.67,1.68
247.1170,83.00,250.00,51.00,0.50,22.06,0.04,1902.00,92.36,58209.00,0.00,0.00,32.58,29540.00,0.00,0.00,0.00,-35.00,35.99,20.00,191.12,4.01,63.00,63.00,4.00,0.12,-0.01,0.00,106.67,1.68
247.1170,83.00,250.00,51.00,0.50,22.06,0.04,1902.00,92.36,58209.00,0.00,0.00,32.58,29540.00,0.00,0.00,0.00,-35.00,35.99,20.00,191.12,4.01,63.00,63.00,4.00,0.12,-0.01,0.00,106.67,1.68
247.1170,83.00,250.00,51.00,0.50,22.06,0.04,1902.00,92.36,58209.00,0.00,0.00,32.58,29540.00,0.00,0.00,0.00,-35.00,35.99,20.00,191.12,4.01,63.00,63.00,4.00,0.12,-0.01,0.00,106.67,1.68
247.1170,83.00,250.00,51.00,0.50,22.06,0.04,1844.00,92.36,58209.00,0.00,0.00,32.58,29540.00,0.00,0.00,0.00,-35.00,35.99,20.00,191.12,4.01,63.00,63.00,4.00,0.12,-0.01,0.00,106.67,1.68
247.1170,83.00,250.00,51.00,0.50,22.06,0.04,1844.00,-23.80,58209.00,0.00,0.00,32.58,29540.00,0.00,0.00,0.00,-35.00,35.99,20.00,191.12,4.01,63.00,63.00,4.00,0.12,-0.01,0.00,106.67,1.68
247.1170,83.00,250.00,51.00,0.50,22.06,0.04,1844.00,-23.80,68887.00,0.00,0.00,32.58,29540.00,0.00,0.00,0.00,-35.00,35.99,20.00,191.12,4.01,63.00,63.00,4.00,0.12,-0.01,0.00,106.67,1.68
247.1170,83.00,250.00,51.00,0.50,22.06,0.04,1844.00,-23.80,68887.00,0.00,0.00,32.58,29540.00,0.00,0.00,0.00,-35.00,35.99,20.00,191.12,4.01,63.00,63.00,4.00,0.12,-0.01,0.00,106.67,1.68
247.1170,83.00,250.00,51.00,0.50,22.06,0.04,1844.00,-23.80,68887.00,0.00,0.00,32.58,29540.00,0.00,0.00,0.00,-35.00,35.99,20.00,191.12,4.01,63.00,63.00,4.00,0.12,-0.01,0.00,106.67,1.68
247.1170,83.00,250.00,51.00,0.50,22.06,0.04,1844.00,-23.80,68887.00,0.00,0.00,32.58,29540.00,0.00,0.00,0.00,-35.00,35.99,20.00,191.12,4.01,63.00,63.00,4.00,0.12,-0.01,0.00,106.67,1.68
247.1170,83.00,250.00,51.00,0.50,22.06,0.04,1844.00,-23.80,68887.00,0.00,0.00,32.58,29541.00,0.00,0.00,0.00,-35.00,35.99,20.00,191.12,4.01,63.00,63.00,4.00,0.12,-0.01,0.00,106.67,1.68
247.1170,83.00,250.00,51.00,0.50,22.06,0.04,1844.00,-23.80,68887.00,0.00,0.00,32.58,29541.00,0.00,0.00,0.00,-35.00,35.99,20.00,191.12,4.01,63.00,63.00,4.00,0.12,-0.01,0.00,106.67,1.68
247.1170,83.00,250.00,51.00,0.50,22.06,0.04,1844.00,-23.80,68887.00,0.00,0.00,32.58,29541.00,0.00,0.00,0.00,-35.00,35.99,20.00,191.12,4.01,63.00,63.00,4.00,0.12,-0.01,0.00,106.67,1.68
247.1170,83.00,250.00,51.00,0.50,22.06,0.04,1844.00,-23.80,68887.00,0.00,0.00,32.58,29541.00,0.00,0.00,30.00,-35.00,35.99,20.00,191.12,4.01,63.00,63.00,4.00,0.12,-0.01,0.00,106.67,1.68
247.1170,83.00,250.00,51.00,0.50,22.06,0.04,1844.00,-23.80,68887.00,0.00,0.00,32.58,29541.00,0.00,0.00,30.00,5.00,35.99,20.00,191.12,4.01,63.00,63.00,4.00,0.12,-0.01,0.00,106.67,1.68
247.1170,83.00,250.00,51.00,0.50,22.06,0.04,1844.00,-23.80,68887.00,0.00,0.00,32.58,29541.00,0.00,0.00,30.00,5.00,35.99,20.00,191.12,4.01,63.00,63.00,4.00,0.12,-0.01,0.00,106.67,1.68
247.1170,83.00,250.00,51.00,0.50,22.06,0.04,1844.00,-23.80,68887.00,0.00,0.00,32.58,29541.00,0.00,0.00,30.00,5.00,35.99,20.00,191.12,4.01,63.00,63.00,4.00,0.12,-0.01,0.00,106.67,1.68
247.1170,83.00,250.00,51.00,0.50,22.06,0.04,1844.00,-23.80,68887.00,0.00,0.00,32.58,29541.00,0.00,0.00,30.00,5.00,35.99,20.00,191.12,4.01,63.00,63.00,4.00,0.12,-0.01,0.00,106.67,1.68
247.1170,83.00,250.00,51.00,0.50,22.06,0.04,1844.00,-23.80,68887.00,0.00,0.00,32.58,29541.00,0.00,0.00,30.00,5.00,35.99,20.00,191.12,4.02,63.00,63.00,4.00,0.12,-0.01,0.00,106.67,1.68
247.1170,83.00,250.00,51.00,0.50,22.06,0.04,1844.00,-23.80,68887.00,0.00,0.00,32.58,29541.00,0.00,0.00,30.00,5.00,35.99,20.00,191.12,4.02,2.00,63.00,4.00,0.12,-0.01,0.00,106.67,1.68
247.1170,83.00,250.00,51.00,0.50,22.06,0.04,1844.00,-23.80,68887.00,0.00,0.00,32.58,29541.00,0.00,0.00,30.00,5.00,35.99,20.00,191.12,4.02,2.00,2.00,4.00,0.12,-0.01,0.00,106.67,1.68
247.1170,83.00,250.00,51.00,0.50,22.06,0.04,1844.00,-23.80,68887.00,0.00,0.00,32.58,29541.00,0.00,0.00,30.00,5.00,35.99,20.00,191.12,4.02,2.00,2.00,7.00,0.12,-0.01,0.00,106.67,1.68
247.1170,83.00,250.00,51.00,0.50,22.06,0.04,1844.00,-23.80,68887.00,0.00,0.00,32.58,29541.00,0.00,0.00,30.00,5.00,35.99,20.00,191.12,4.02,2.00,2.00,7.00,0.01,-0.01,0.00,106.67,1.68
247.1170,83.00,250.00,51.00,0.50,22.06,0.04,1844.00,-23.80,68887.00,0.00,0.00,32.58,29541.00,0.00,0.00,30.00,5.00,35.99,20.00,191.12,4.02,2.00,2.00,7.00,0.01,-0.01,0.00,106.67,1.68
247.1170,83.00,250.00,51.00,0.50,22.06,0.04,1844.00,-23.80,68887.00,0.00,0.00,32.58,29541.00,0.00,0.00,30.00,5.00,35.99,20.00,191.12,4.02,2.00,2.00,7.00,0.01,-0.01,2.00,106.67,1.68
247.1170,83.00,250.00,51.00,0.50,22.06,0.04,1844.00,-23.80,68887.00,0.00,0.00,32.58,29541.00,0.00,0.00,30.00,5.00,35.99,20.00,191.12,4.02,2.00,2.00,7.00,0.01,-0.01,2.00,3.21,1.68
247.1170,83.00,250.00,51.00,0.50,22.06,0.04,1844.00,-23.80,68887.00,0.00,0.00,32.58,29541.00,0.00,0.00,30.00,5.00,35.99,20.00,191.12,4.02,2.00,2.00,7.00,0.01,-0.01,2.00,3.21,1.59
247.7960,83.00,250.00,51.00,0.50,22.06,0.04,1844.00,-23.80,68887.00,0.00,0.00,32.58,29541.00,0.00,0.00,30.00,5.00,35.99,20.00,191.12,4.02,2.00,2.00,7.00,0.01,-0.01,2.00,3.21,1.59
247.7960,83.00,251.00,51.00,0.50,22.06,0.04,1844.00,-23.80,68887.00,0.00,0.00,32.58,29541.00,0.00,0.00,30.00,5.00,35.99,20.00,191.12,4.02,2.00,2.00,7.00,0.01,-0.01,2.00,3.21,1.59
247.7960,83.00,251.00,51.00,0.50,22.06,0.04,1844.00,-23.80,68887.00,0.00,0.00,32.58,29541.00,0.00,0.00,30.00,5.00,35.99,20.00,191.12,4.02,2.00,2.00,7.00,0.01,-0.01,2.00,3.21,1.59
247.7960,83.00,251.00,51.00,0.45,22.06,0.04,1844.00,-23.80,68887.00,0.00,0.00,32.58,29541.00,0.00,0.00,30.00,5.00,35.99,20.00,191.12,4.02,2.00,2.00,7.00,0.01,-0.01,2.00,3.21,1.59
247.7960,83.00,251.00,51.00,0.45,22.06,0.04,1844.00,-23.80,68887.00,0.00,0.00,32.58,29541.00,0.00,0.00,30.00,5.00,35.99,20.00,191.12,4.02,2.00,2.00,7.00,0.01,-0.01,2.00,3.21,1.59
247.7960,83.00,251.00,51.00,0.45,22.06,0.03,1844.00,-23.80,68887.00,0.00,0.00,32.58,29541.00,0.00,0.00,30.00,5.00,35.99,20.00,191.12,4.02,2.00,2.00,7.00,0.01,-0.01,2.00,3.21,1.59
247.7960,83.00,251.00,51.00,0.45,22.06,0.03,1306.00,-23.80,68887.00,0.00,0.00,32.58,29541.00,0.00,0.00,30.00,5.00,35.99,20.00,191.12,4.02,2.00,2.00,7.00,0.01,-0.01,2.00,3.21,1.59
247.7960,83.00,251.00,51.00,0.45,22.06,0.03,1306.00,-23.00,68887.00,0.00,0.00,32.58,29541.00,0.00,0.00,30.00,5.00,35.99,20.00,191.12,4.02,2.00,2.00,7.00,0.01,-0.01,2.00,3.21,1.59
247.7970,83.00,251.00,51.00,0.45,22.06,0.03,1306.00,-23.00,59190.00,0.00,0.00,32.58,29541.00,0.00,0.00,30.00,5.00,35.99,20.00,191.12,4.02,2.00,2.00,7.00,0.01,-0.01,2.00,3.21,1.59
247.7970,83.00,251.00,51.00,0.45,22.06,0.03,1306.00,-23.00,59190.00,0.00,0.00,32.58,29541.00,0.00,0.00,30.00,5.00,35.99,20.00,191.12,4.02,2.00,2.00,7.00,0.01,-0.01,2.00,3.21,1.59
247.7970,83.00,251.00,51.00,0.45,22.06,0.03,1306.00,-23.00,59190.00,0.00,0.00,32.58,29541.00,0.00,0.00,30.00,5.00,35.99,20.00,191.12,4.02,2.00,2.00,7.00,0.01,-0.01,2.00,3.21,1.59
247.7970,83.00,251.00,51.00,0.45,22.06,0.03,1306.00,-23.00,59190.00,0.00,0.00,32.58,29541.00,0.00,0.00,30.00,5.00,35.99,20.00,191.12,4.02,2.00,2.00,7.00,0.01,-0.01,2.00,3.21,1.59
247.7970,83.00,251.00,51.00,0.45,22.06,0.03,1306.00,-23.00,59190.00,0.00,0.00,32.58,29542.00,0.00,0.00,30.00,5.00,35.99,20.00,191.12,4.02,2.00,2.00,7.00,0.01,-0.01,2.00,3.21,1.59
247.7970,83.00,251.00,51.00,0.45,22.06,0.03,1306.00,-23.00,59190.00,0.00,0.00,32.58,29542.00,0.00,0.00,30.00,5.00,35.99,20.00,191.12,4.02,2.00,2.00,7.00,0.01,-0.01,2.00,3.21,1.59
