Time,Coolant temperature ° C,Exhaust gas temperature in front of the DPF ° C,Engine oil temperature C,Boost pressure bar,Soot mass in DPF g,Regeneration requested,Engine speed rpm,Differential pressure across DPF bar,Regeneration locked,Oil ash mass in DPF g,Operating time since last successful regeneration,Remaining distance of the DPF km,Control deviation of the EGR rate,Duty cycle - EGR cooler bypass %,EGR valve - target position %,EGR valve - output duty cycle %,Tank level - fuel l,Fuel temperature ° C,Amount of fuel consumed ul,Fuel feed pressure - filtered bar,Total amount of fuel ul,Calculated load value (OBD PID 04) %,Ratio of current torque to maximum torque %,Permissible torque of the speed controller Nm,Requested engine torque from MSR control Nm,Driver request torque target path Nm
66.1180,36.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27073.00,122720.00,0.00,0.00,36.00,14.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
66.1180,36.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27073.00,122720.00,0.00,0.00,35.00,14.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
66.1180,36.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27073.00,122720.00,0.00,0.00,35.00,11.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
66.1180,36.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27073.00,122720.00,0.00,0.00,35.00,11.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
66.1180,36.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27073.00,122720.00,0.00,0.00,35.00,11.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
66.1180,36.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27073.00,122720.00,0.00,0.00,35.00,11.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
66.1180,36.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27073.00,122720.00,0.00,0.00,35.00,11.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
66.1180,36.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27073.00,122720.00,0.00,0.00,35.00,11.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
66.1180,36.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27073.00,122720.00,0.00,0.00,35.00,11.00,49.99,16.00,175.81,3.99,175.81,40.00,39.00,504.93,0.00,0.00
66.1180,36.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27073.00,122720.00,0.00,0.00,35.00,11.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
66.1180,36.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27073.00,122720.00,0.00,0.00,35.00,11.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
66.1180,36.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27073.00,122720.00,0.00,0.00,35.00,11.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
66.1180,36.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27073.00,122720.00,0.00,0.00,35.00,11.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
66.8110,36.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27073.00,122720.00,0.00,0.00,35.00,11.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
66.8110,36.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27073.00,122720.00,0.00,0.00,35.00,11.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
66.8110,36.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27073.00,122720.00,0.00,0.00,35.00,11.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
66.8110,36.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27073.00,122720.00,0.00,0.00,35.00,11.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
66.8110,36.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27073.00,122720.00,0.00,0.00,35.00,11.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
66.8110,36.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27073.00,122720.00,0.00,0.00,35.00,11.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
66.8110,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27073.00,122720.00,0.00,0.00,35.00,11.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
66.8110,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27073.00,122720.00,0.00,0.00,35.00,11.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
66.8110,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27073.00,122720.00,0.00,0.00,35.00,11.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
66.8110,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27073.00,122720.00,0.00,0.00,35.00,11.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
66.8110,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,35.00,11.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
66.8110,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,35.00,11.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
66.8110,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,35.00,11.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
66.8110,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,35.00,11.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
66.8110,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,35.00,11.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
66.8110,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,35.00,7.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
66.8110,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,35.00,7.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
66.8110,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,35.00,7.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
66.8110,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,35.00,7.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
66.8110,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,35.00,7.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
66.8110,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,35.00,7.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
66.8110,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,35.00,7.00,49.99,16.00,175.81,3.99,175.81,39.00,40.00,504.93,0.00,0.00
66.8110,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,35.00,7.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
66.8110,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,35.00,7.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
66.8110,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,35.00,7.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
66.8110,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,35.00,7.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
67.4940,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,35.00,7.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
67.4940,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,35.00,7.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
67.4940,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,35.00,7.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
67.4940,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,35.00,7.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
67.4940,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,35.00,7.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
67.4940,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,35.00,7.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
67.4940,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,35.00,7.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
67.4940,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,35.00,7.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
67.4940,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,35.00,7.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
67.4940,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,35.00,7.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
67.4940,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,35.00,7.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
67.4940,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,35.00,7.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
67.4940,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,35.00,7.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
67.4940,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,35.00,7.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
67.4940,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,34.00,7.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
67.4940,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,34.00,6.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
67.4940,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,34.00,6.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
67.4940,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,34.00,6.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
67.4940,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,34.00,6.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
67.4940,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,34.00,6.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
67.4940,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,34.00,6.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
67.4940,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,34.00,6.00,49.99,16.00,175.81,3.99,175.81,40.00,39.00,504.93,0.00,0.00
67.4940,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,34.00,6.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
67.4940,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,34.00,6.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
67.4940,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,34.00,6.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
67.4940,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,34.00,6.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
68.1730,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,34.00,6.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
68.1730,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,34.00,6.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
68.1730,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,34.00,6.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
68.1730,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,34.00,6.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
68.1730,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,34.00,6.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
68.1730,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,34.00,6.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
68.1730,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,34.00,6.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
68.1730,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,34.00,6.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
68.1730,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,34.00,6.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
68.1730,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27074.00,122720.00,0.00,0.00,34.00,6.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
68.1730,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27075.00,122720.00,0.00,0.00,34.00,6.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
68.1730,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27075.00,122720.00,0.00,0.00,34.00,6.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
68.1730,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27075.00,122720.00,0.98,0.00,34.00,6.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
68.1730,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27075.00,122720.00,0.98,0.00,34.00,6.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
68.1730,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27075.00,122720.00,0.98,0.00,35.00,6.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
68.1730,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27075.00,122720.00,0.98,0.00,35.00,12.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
68.1730,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27075.00,122720.00,0.98,0.00,35.00,12.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
68.1730,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27075.00,122720.00,0.98,0.00,35.00,12.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
68.1730,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27075.00,122720.00,0.98,0.00,35.00,12.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
68.1730,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27075.00,122720.00,0.98,0.00,35.00,12.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
68.1730,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27075.00,122720.00,0.98,0.00,35.00,12.00,49.99,16.00,175.81,3.99,175.81,40.00,40.00,504.93,0.00,0.00
68.1730,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27075.00,122720.00,0.98,0.00,35.00,12.00,49.99,16.00,175.81,3.99,175.81,39.00,40.00,504.93,0.00,0.00
68.1730,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27075.00,122720.00,0.98,0.00,35.00,12.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
68.1730,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27075.00,122720.00,0.98,0.00,35.00,12.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
68.1730,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27075.00,122720.00,0.98,0.00,35.00,12.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
68.1730,36.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27075.00,122720.00,0.98,0.00,35.00,12.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
68.9480,37.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27075.00,122720.00,0.98,0.00,35.00,12.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
68.9480,37.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27075.00,122720.00,0.98,0.00,35.00,12.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
68.9480,37.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27075.00,122720.00,0.98,0.00,35.00,12.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
68.9480,37.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27075.00,122720.00,0.98,0.00,35.00,12.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
68.9480,37.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27075.00,122720.00,0.98,0.00,35.00,12.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
68.9480,37.00,69.00,15.00,0.00,19.59,0.00,830.00,0.01,0.00,31.82,27075.00,122720.00,0.98,0.00,35.00,12.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
68.9480,37.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27075.00,122720.00,0.98,0.00,35.00,12.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
68.9480,37.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27075.00,122720.00,0.98,0.00,35.00,12.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
68.9480,37.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27075.00,122720.00,0.98,0.00,35.00,12.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
68.9480,37.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27075.00,122720.00,0.98,0.00,35.00,12.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
68.9480,37.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27076.00,122720.00,0.98,0.00,35.00,12.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
68.9480,37.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27076.00,122720.00,0.98,0.00,35.00,12.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
68.9480,37.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27076.00,122720.00,1.17,0.00,35.00,12.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
68.9480,37.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27076.00,122720.00,1.17,0.00,35.00,12.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
68.9480,37.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27076.00,122720.00,1.17,0.00,35.00,12.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
68.9480,37.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27076.00,122720.00,1.17,0.00,35.00,14.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
68.9480,37.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27076.00,122720.00,1.17,0.00,35.00,14.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
68.9480,37.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27076.00,122720.00,1.17,0.00,35.00,14.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
68.9480,37.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27076.00,122720.00,1.17,0.00,35.00,14.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
68.9480,37.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27076.00,122720.00,1.17,0.00,35.00,14.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
68.9480,37.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27076.00,122720.00,1.17,0.00,35.00,14.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
68.9480,37.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27076.00,122720.00,1.17,0.00,35.00,14.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
68.9480,37.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27076.00,122720.00,1.17,0.00,35.00,14.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
68.9480,37.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27076.00,122720.00,1.17,0.00,35.00,14.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
68.9480,37.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27076.00,122720.00,1.17,0.00,35.00,14.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
68.9480,37.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27076.00,122720.00,1.17,0.00,35.00,14.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
69.6290,37.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27076.00,122720.00,1.17,0.00,35.00,14.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
69.6290,37.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27076.00,122720.00,1.17,0.00,35.00,14.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
69.6290,37.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27076.00,122720.00,1.17,0.00,35.00,14.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
69.6290,37.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27076.00,122720.00,1.17,0.00,35.00,14.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
69.6290,37.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27076.00,122720.00,1.17,0.00,35.00,14.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
69.6290,37.00,69.00,15.00,0.00,19.59,0.00,828.00,0.01,0.00,31.82,27076.00,122720.00,1.17,0.00,35.00,14.00,49.99,16.00,175.81,3.99,175.81,39.00,39.00,504.93,0.00,0.00
